FOLDER,ELEMENT,ATTRIBUTE,,,,,,,,,
Default,Reclosing Relay,hcl1active,None,,,,,,,,
Default,Reclosing Relay,hcl2active,None,,,,,,,,
Default,Reclosing Relay,hcl3active,None,,,,,,,,
Default,Reclosing Relay,hcl4active,None,,,,,,,,
Default,Reclosing Relay,hctrip1enable,None,,,,,,,,
Default,Reclosing Relay,hctrip2enable,None,,,,,,,,
Default,Reclosing Relay,hctrip3enable,None,,,,,,,,
Default,Reclosing Relay,hctrip4enable,None,,,,,,,,
Default,Reclosing Relay,hctrip5enable,None,,,,,,,,
Default,Reclosing Relay,iSchemeStatus,None,,,,,,,,
Default,Reclosing Relay,ilogic,None,,,,,,,,
Default,Reclosing Relay,loc_name,None,,,,,,,,
Default,Reclosing Relay,maxseqcpsno,None,,,,,,,,
Default,Reclosing Relay,operationmode,None,,,,,,,,
Default,Reclosing Relay,oplockout,Group 1/Set 1/Reclosing Relay/,E79,use_setting,+,1,,,,
Default,Reclosing Relay,outserv,ON,,,,,,,,
Default,Reclosing Relay,reclnotactive,None,,,,,,,,
Default,Reclosing Relay,recltime1,None,,,,,,,,
Default,Reclosing Relay,recltime11ph,None,,,,,,,,
Default,Reclosing Relay,recltime2,None,,,,,,,,
Default,Reclosing Relay,recltime3,None,,,,,,,,
Default,Reclosing Relay,recltime4,None,,,,,,,,
Default,Reclosing Relay,recltime5,None,,,,,,,,
Default,Reclosing Relay,resettime,None,,,,,,,,
Default,Reclosing Relay,root_id,None,,,,,,,,
Default,Reclosing Relay,seqaccessory,None,,,,,,,,
Default,Reclosing Relay,starttimeframe,None,,,,,,,,
Default,Reclosing Relay,typ_id,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,AttributeType,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,actset,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,application,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,appr_modby,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,appr_modif,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,appr_status,None,,,,,,,,
Default,Phase Instantaneous Overcurrent,cDisplayName,None,,,,,,,,
