blockpathenu,paramnameenu,proposedsetting,unitenu,relaysettingid
Group 3/Logic 3/Target and Operator Control LEDs/,LED25,51G1T+67G1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Target and Operator Control LEDs/,LED25,51G1T+67G1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Target and Operator Control LEDs/,LED25,51G1T+67G1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Target and Operator Control LEDs/,LED25,51G1T+67G1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Target and Operator Control LEDs/,LED25,51G1T+67G1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Text/Display Point Labels/,DP8_0,GROUP 2 ACTIVE,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Close/Reclose Logic/,79DTL,(!IN202+LT5)*TRIP+SV8+SV1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Close/Reclose Logic/,79DTL,(!IN202+LT5)*TRIP+SV8+SV1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Close/Reclose Logic/,79DTL,(!IN202+LT5)*TRIP+SV8+SV1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Close/Reclose Logic/,79DTL,(!IN202+LT5)*TRIP+SV8+SV1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Close/Reclose Logic/,79DTL,(!IN202+LT5)*TRIP+SV8+SV1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Close/Reclose Logic/,79DTL,(!IN202+LT5)*TRIP+SV8+SV1T,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 6/Logic 6/Latch Bits Set/Reset/,SET6,81D2,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Logic 3/Latch Bits Set/Reset/,SET6,81D2,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 4/Logic 4/Latch Bits Set/Reset/,SET6,81D2,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Logic 2/Latch Bits Set/Reset/,SET6,81D2,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 1/Logic 1/Latch Bits Set/Reset/,SET6,81D2,,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Logic 5/Latch Bits Set/Reset/,SET6,81D2,,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Trip Latch LEDs and Operator Control Delays/,PB10D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Global/Trip Latch LEDs and Operator Control Delays/,PB9D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Global/General/,TGR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/DNP/,PSTDLY,0.0,s,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/DNP/,REPADR,0.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/DNP/,PREDLY,0.0,s,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/LMD/,SETTLE,0.0,s,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/DNP/,TIMERQ,0.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 3/DNP/,DNPADR,0.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/DNP/,DRETRY,0.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/DNP/,AGEEVE,0.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/DNP/,PREDLY,0.0,s,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/LMD/,SETTLE,0.0,s,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/DNP/,REPADR,0.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/DNP/,PSTDLY,0.0,s,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/DNP/,TIMERQ,0.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/DNP/,DECPLA,0.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 1/Communications/,T_OUT,0.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/DNP/,PREDLY,0.0,s,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/LMD/,SETTLE,0.0,s,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/DNP/,TIMERQ,0.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/DNP/,REPADR,0.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/DNP/,PSTDLY,0.0,s,D1C31897-603D-44AE-972D-8DEF622B8763
Port 2/DNP/,DNPADR,0.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/DNP/,TIMERQ,0.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/DNP/,PREDLY,0.0,s,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/DNP/,PSTDLY,0.0,s,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/DNP/,DNPADR,0.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/DNP/,REPADR,0.0,,D1C31897-603D-44AE-972D-8DEF622B8763
Port F/LMD/,SETTLE,0.0,s,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV14DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV15PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV15DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV7PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV5DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Residual Ground Time - Overcurrent/,51G2MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Power Elements/,PWR4D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Power Elements/,PWR1D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Power Elements/,PWR3D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Neutral Ground Time - Overcurrent/,51N1MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Neutral Ground Time - Overcurrent/,51N1CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV12DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV11PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Residual Ground Time - Overcurrent/,51G2CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV1DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Residual Ground Instantaneous Overcurrent/,67G4D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Neutral Ground Time - Overcurrent/,51N2MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV8PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV16DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Phase Time - Overcurrent/,51P1CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Phase Time - Overcurrent/,51P1MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV14PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Residual Ground Time - Overcurrent/,51G1MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Negative Sequence Instantaneous Overcurrent/,67Q4D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Negative Sequence Time - Overcurrent/,51QMR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV10PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV6PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV13PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Negative Sequence Time - Overcurrent/,51QCT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Phase Instantaneous Overcurrent/,67P1D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV10DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Reclosing Relay/,79OI2,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV2DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV7DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Phase Instantaneous Overcurrent/,67P4D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Neutral Ground Time - Overcurrent/,51N2CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV11DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV16PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Residual Ground Instantaneous Overcurrent/,67G3D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Phase Instantaneous Overcurrent/,67P3D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Comm. Assisted Trip Schemes/,BTXD,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Neutral Ground Instantaneous Overcurrent/,67N4D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Power Elements/,PWR2D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Phase Time - Overcurrent/,51P2CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV3DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV12PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV8DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Negative Sequence Instantaneous Overcurrent/,67Q3D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Negative Sequence Instantaneous Overcurrent/,67Q2D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV4PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV13DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Residual Ground Time - Overcurrent/,51G1CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Negative Sequence Instantaneous Overcurrent/,67Q1D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV4DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Reclosing Relay/,79OI3,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV9DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Phase Time - Overcurrent/,51P2MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Reclosing Relay/,79CLSD,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Reclosing Relay/,79OI4,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/SELogic Control Equation Variable Timers/,SV6DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 2/Set 2/Neutral Ground Instantaneous Overcurrent/,67N3D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV7DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV7PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV12DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV15PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV16DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV4DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Negative Sequence Instantaneous Overcurrent/,67Q2D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Phase Instantaneous Overcurrent/,67P3D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Comm. Assisted Trip Schemes/,BTXD,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Negative Sequence Time - Overcurrent/,51QMR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Reclosing Relay/,79OI3,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Residual Ground Time - Overcurrent/,51G1MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Neutral Ground Time - Overcurrent/,51N1CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Neutral Ground Time - Overcurrent/,51N2MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Residual Ground Time - Overcurrent/,51G2CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV11PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV6PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV13DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Phase Time - Overcurrent/,51P2CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV4PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Phase Time - Overcurrent/,51P2MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Neutral Ground Instantaneous Overcurrent/,67N4D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV16PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Neutral Ground Time - Overcurrent/,51N2CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Negative Sequence Instantaneous Overcurrent/,67Q3D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Phase Instantaneous Overcurrent/,67P4D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Phase Time - Overcurrent/,51P1CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Reclosing Relay/,79CLSD,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV2DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Negative Sequence Time - Overcurrent/,51QCT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV10PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV8DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Reclosing Relay/,79OI2,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Residual Ground Time - Overcurrent/,51G2MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV15DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Power Elements/,PWR4D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Reclosing Relay/,79OI4,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Residual Ground Instantaneous Overcurrent/,67G3D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Negative Sequence Instantaneous Overcurrent/,67Q1D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Phase Instantaneous Overcurrent/,67P1D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Negative Sequence Instantaneous Overcurrent/,67Q4D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV10DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV6DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV14PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV8PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Power Elements/,PWR3D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Neutral Ground Time - Overcurrent/,51N1MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV9DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV1DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Phase Time - Overcurrent/,51P1MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Residual Ground Time - Overcurrent/,51G1CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV12PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV3DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV11DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Neutral Ground Instantaneous Overcurrent/,67N3D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Power Elements/,PWR2D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Power Elements/,PWR1D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV5DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV14DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/Residual Ground Instantaneous Overcurrent/,67G4D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 3/Set 3/SELogic Control Equation Variable Timers/,SV13PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV3DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Phase Time - Overcurrent/,51P2CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Phase Time - Overcurrent/,51P1MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV15PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV12PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Negative Sequence Time - Overcurrent/,51QCT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Negative Sequence Instantaneous Overcurrent/,67Q3D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Power Elements/,PWR4D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV4PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Comm. Assisted Trip Schemes/,BTXD,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV9DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Neutral Ground Instantaneous Overcurrent/,67N4D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV8PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Phase Time - Overcurrent/,51P1CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Residual Ground Instantaneous Overcurrent/,67G4D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV7PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV13DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV6PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV13PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Power Elements/,PWR3D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV6DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV8DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV5DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Neutral Ground Time - Overcurrent/,51N1MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Phase Time - Overcurrent/,51P2MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Reclosing Relay/,79OI3,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Reclosing Relay/,79OI4,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Neutral Ground Instantaneous Overcurrent/,67N3D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV4DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Negative Sequence Instantaneous Overcurrent/,67Q1D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV14DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Power Elements/,PWR1D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Phase Instantaneous Overcurrent/,67P1D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Negative Sequence Instantaneous Overcurrent/,67Q2D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Residual Ground Instantaneous Overcurrent/,67G3D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV2DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV16PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Phase Instantaneous Overcurrent/,67P3D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Phase Instantaneous Overcurrent/,67P4D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV16DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV1DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Negative Sequence Time - Overcurrent/,51QMR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Negative Sequence Instantaneous Overcurrent/,67Q4D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV10PU,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Reclosing Relay/,79OI2,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV15DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV7DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Power Elements/,PWR2D,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/SELogic Control Equation Variable Timers/,SV11DO,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Neutral Ground Time - Overcurrent/,51N1CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Residual Ground Time - Overcurrent/,51G2MR,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
Group 5/Set 5/Neutral Ground Time - Overcurrent/,51N2CT,0.0,cyc,D1C31897-603D-44AE-972D-8DEF622B8763
